,kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb,kraj,byt,datum
4042,1010-0-2013-5,1010,2013,5,0,1326987.0,0.2493,0.2523,0.2793,3.75,Plzeňský,všechny byty,2013-05-01 00:00:00
4043,1011-0-2013-5,1011,2013,5,0,1604430.0,0.2579,0.2611,0.289,3.88,Středočeský,všechny byty,2013-05-01 00:00:00
4044,1013-0-2013-5,1013,2013,5,0,608252.0,0.1298,0.1314,0.1455,1.95,Ústecký,všechny byty,2013-05-01 00:00:00
4045,2002-0-2013-5,2002,2013,5,0,1606816.0,0.2948,0.2985,0.3304,4.44,Jihomoravský,všechny byty,2013-05-01 00:00:00
4046,2009-0-2013-5,2009,2013,5,0,1414100.0,0.28600000000000003,0.2895,0.3204,4.31,Olomoucký,všechny byty,2013-05-01 00:00:00
4047,2012-0-2013-5,2012,2013,5,0,911576.0,0.19399999999999998,0.1963,0.2174,2.92,Moravskoslezský,všechny byty,2013-05-01 00:00:00
4048,2014-0-2013-5,2014,2013,5,0,1263330.0,0.2412,0.2442,0.2703,3.63,Zlínský,všechny byty,2013-05-01 00:00:00
4049,0-0-2013-5,0,2013,5,0,1699226.0,0.2927,0.2963,0.32799999999999996,4.41,Celá ČR,všechny byty,2013-05-01 00:00:00
4050,1001-113-2013-6,1001,2013,6,113,2073369.0,0.3194,0.32299999999999995,0.3579,4.81,Praha,1+1,2013-06-01 00:00:00
4051,1003-113-2013-6,1003,2013,6,113,897899.0,0.1718,0.1738,0.1925,2.59,Jihočeský,1+1,2013-06-01 00:00:00
4052,1004-113-2013-6,1004,2013,6,113,793616.0,0.1576,0.1594,0.1766,2.37,Pardubický,1+1,2013-06-01 00:00:00
4053,1005-113-2013-6,1005,2013,6,113,1126124.0,0.204,0.2063,0.2286,3.07,Královéhradecký,1+1,2013-06-01 00:00:00
4054,1006-113-2013-6,1006,2013,6,113,674080.0,0.1207,0.1221,0.1353,1.82,Vysočina,1+1,2013-06-01 00:00:00
4055,1007-113-2013-6,1007,2013,6,113,772766.0,0.1414,0.1431,0.1585,2.13,Karlovarský,1+1,2013-06-01 00:00:00
4056,1008-113-2013-6,1008,2013,6,113,823003.0,0.1635,0.1654,0.1833,2.46,Liberecký,1+1,2013-06-01 00:00:00
4057,1010-113-2013-6,1010,2013,6,113,918684.0,0.1725,0.1745,0.1934,2.6,Plzeňský,1+1,2013-06-01 00:00:00
4058,1011-113-2013-6,1011,2013,6,113,1044924.0,0.1679,0.1699,0.1882,2.53,Středočeský,1+1,2013-06-01 00:00:00
4059,1013-113-2013-6,1013,2013,6,113,327361.0,0.0698,0.0706,0.0783,1.05,Ústecký,1+1,2013-06-01 00:00:00
4060,2002-113-2013-6,2002,2013,6,113,1156158.0,0.2121,0.2145,0.2377,3.19,Jihomoravský,1+1,2013-06-01 00:00:00
4061,2009-113-2013-6,2009,2013,6,113,855373.0,0.1729,0.1749,0.1938,2.6,Olomoucký,1+1,2013-06-01 00:00:00
4062,2012-113-2013-6,2012,2013,6,113,555101.0,0.1181,0.1194,0.1323,1.78,Moravskoslezský,1+1,2013-06-01 00:00:00
4063,2014-113-2013-6,2014,2013,6,113,819558.0,0.1564,0.1582,0.1753,2.35,Zlínský,1+1,2013-06-01 00:00:00
4064,1001-123-2013-6,1001,2013,6,123,2971642.0,0.4577,0.46299999999999997,0.513,6.9,Praha,2+1,2013-06-01 00:00:00
4065,1003-123-2013-6,1003,2013,6,123,1181152.0,0.226,0.2286,0.2533,3.4,Jihočeský,2+1,2013-06-01 00:00:00
4066,1004-123-2013-6,1004,2013,6,123,1139809.0,0.2264,0.22899999999999998,0.2537,3.41,Pardubický,2+1,2013-06-01 00:00:00
4067,1005-123-2013-6,1005,2013,6,123,1784177.0,0.3233,0.327,0.3623,4.87,Královéhradecký,2+1,2013-06-01 00:00:00
4068,1006-123-2013-6,1006,2013,6,123,928209.0,0.1662,0.1682,0.1863,2.5,Vysočina,2+1,2013-06-01 00:00:00
4069,1007-123-2013-6,1007,2013,6,123,1283096.0,0.2349,0.2376,0.2632,3.54,Karlovarský,2+1,2013-06-01 00:00:00
4070,1008-123-2013-6,1008,2013,6,123,1062885.0,0.2112,0.2136,0.2367,3.18,Liberecký,2+1,2013-06-01 00:00:00
4071,1010-123-2013-6,1010,2013,6,123,1189516.0,0.2234,0.226,0.2504,3.36,Plzeňský,2+1,2013-06-01 00:00:00
4072,1011-123-2013-6,1011,2013,6,123,1387594.0,0.223,0.2256,0.25,3.36,Středočeský,2+1,2013-06-01 00:00:00
4073,1013-123-2013-6,1013,2013,6,123,526116.0,0.1123,0.1136,0.1258,1.69,Ústecký,2+1,2013-06-01 00:00:00
4074,2002-123-2013-6,2002,2013,6,123,1822246.0,0.3343,0.3382,0.3747,5.03,Jihomoravský,2+1,2013-06-01 00:00:00
4075,2009-123-2013-6,2009,2013,6,123,1221455.0,0.247,0.2498,0.2768,3.72,Olomoucký,2+1,2013-06-01 00:00:00
4076,2012-123-2013-6,2012,2013,6,123,784400.0,0.1669,0.1688,0.187,2.51,Moravskoslezský,2+1,2013-06-01 00:00:00
4077,2014-123-2013-6,2014,2013,6,123,1133097.0,0.2163,0.2188,0.2424,3.26,Zlínský,2+1,2013-06-01 00:00:00
4078,1001-126-2013-6,1001,2013,6,126,4298293.0,0.6621,0.6698,0.742,9.98,Praha,3+1,2013-06-01 00:00:00
4079,1003-126-2013-6,1003,2013,6,126,1220264.0,0.2335,0.2362,0.2617,3.52,Jihočeský,3+1,2013-06-01 00:00:00
4080,1004-126-2013-6,1004,2013,6,126,1397598.0,0.2776,0.2808,0.3111,4.18,Pardubický,3+1,2013-06-01 00:00:00
4081,1005-126-2013-6,1005,2013,6,126,1785466.0,0.3235,0.3272,0.3625,4.87,Královéhradecký,3+1,2013-06-01 00:00:00
4082,1006-126-2013-6,1006,2013,6,126,1301791.0,0.2332,0.2359,0.2613,3.51,Vysočina,3+1,2013-06-01 00:00:00
4083,1007-126-2013-6,1007,2013,6,126,1623316.0,0.2972,0.3006,0.33299999999999996,4.48,Karlovarský,3+1,2013-06-01 00:00:00
4084,1008-126-2013-6,1008,2013,6,126,1269370.0,0.2523,0.2551,0.2827,3.8,Liberecký,3+1,2013-06-01 00:00:00
4085,1010-126-2013-6,1010,2013,6,126,1431178.0,0.2688,0.2719,0.3013,4.05,Plzeňský,3+1,2013-06-01 00:00:00
4086,1011-126-2013-6,1011,2013,6,126,1865797.0,0.2999,0.3034,0.3361,4.52,Středočeský,3+1,2013-06-01 00:00:00
4087,1013-126-2013-6,1013,2013,6,126,682829.0,0.1458,0.1474,0.1633,2.19,Ústecký,3+1,2013-06-01 00:00:00
4088,2002-126-2013-6,2002,2013,6,126,1450124.0,0.266,0.2691,0.2981,4.01,Jihomoravský,3+1,2013-06-01 00:00:00
4089,2009-126-2013-6,2009,2013,6,126,1556410.0,0.3147,0.3183,0.3527,4.74,Olomoucký,3+1,2013-06-01 00:00:00
4090,2012-126-2013-6,2012,2013,6,126,990642.0,0.2108,0.2132,0.2362,3.17,Moravskoslezský,3+1,2013-06-01 00:00:00
4091,2014-126-2013-6,2014,2013,6,126,1484258.0,0.2834,0.2866,0.3176,4.27,Zlínský,3+1,2013-06-01 00:00:00
4092,1001-133-2013-6,1001,2013,6,133,5663074.0,0.8724,0.8824,0.9776,13.14,Praha,4+1,2013-06-01 00:00:00
4093,1003-133-2013-6,1003,2013,6,133,1445111.0,0.2765,0.2797,0.3099,4.16,Jihočeský,4+1,2013-06-01 00:00:00
4094,1004-133-2013-6,1004,2013,6,133,1972994.0,0.3919,0.3964,0.4392,5.9,Pardubický,4+1,2013-06-01 00:00:00
4095,1005-133-2013-6,1005,2013,6,133,2557130.0,0.4633,0.4686,0.5192,6.98,Královéhradecký,4+1,2013-06-01 00:00:00
4096,1006-133-2013-6,1006,2013,6,133,1640111.0,0.2938,0.2972,0.3292,4.42,Vysočina,4+1,2013-06-01 00:00:00
4097,1007-133-2013-6,1007,2013,6,133,2710976.0,0.4963,0.5021,0.5562,7.48,Karlovarský,4+1,2013-06-01 00:00:00
4098,1008-133-2013-6,1008,2013,6,133,1936634.0,0.3849,0.3893,0.4313,5.8,Liberecký,4+1,2013-06-01 00:00:00
4099,1010-133-2013-6,1010,2013,6,133,1796796.0,0.3375,0.3414,0.3782,5.08,Plzeňský,4+1,2013-06-01 00:00:00
4100,1011-133-2013-6,1011,2013,6,133,2774280.0,0.446,0.4511,0.4998,6.72,Středočeský,4+1,2013-06-01 00:00:00
4101,1013-133-2013-6,1013,2013,6,133,757285.0,0.1616,0.1635,0.1812,2.43,Ústecký,4+1,2013-06-01 00:00:00
4102,2002-133-2013-6,2002,2013,6,133,3381359.0,0.6204,0.6276,0.6953,9.35,Jihomoravský,4+1,2013-06-01 00:00:00
4103,2009-133-2013-6,2009,2013,6,133,2239191.0,0.4527,0.45799999999999996,0.5074,6.82,Olomoucký,4+1,2013-06-01 00:00:00
4104,2012-133-2013-6,2012,2013,6,133,1261540.0,0.2684,0.2715,0.3008,4.04,Moravskoslezský,4+1,2013-06-01 00:00:00
4105,2014-133-2013-6,2014,2013,6,133,1807514.0,0.3451,0.3491,0.3867,5.2,Zlínský,4+1,2013-06-01 00:00:00
4106,0-113-2013-6,0,2013,6,113,903826.0,0.1556,0.1574,0.1744,2.34,Celá ČR,1+1,2013-06-01 00:00:00
4107,0-123-2013-6,0,2013,6,123,1150364.0,0.1981,0.2004,0.222,2.98,Celá ČR,2+1,2013-06-01 00:00:00
4108,0-126-2013-6,0,2013,6,126,1402475.0,0.2415,0.2443,0.2707,3.64,Celá ČR,3+1,2013-06-01 00:00:00
4109,0-133-2013-6,0,2013,6,133,1934113.0,0.3331,0.3369,0.3733,5.02,Celá ČR,4+1,2013-06-01 00:00:00
4110,1001-0-2013-6,1001,2013,6,0,3581067.0,0.5516,0.5579999999999999,0.6182,8.31,Praha,všechny byty,2013-06-01 00:00:00
4111,1003-0-2013-6,1003,2013,6,0,1192433.0,0.2282,0.2308,0.2557,3.44,Jihočeský,všechny byty,2013-06-01 00:00:00
4112,1004-0-2013-6,1004,2013,6,0,1256629.0,0.2496,0.2525,0.2797,3.76,Pardubický,všechny byty,2013-06-01 00:00:00
4113,1005-0-2013-6,1005,2013,6,0,1740514.0,0.3153,0.319,0.3534,4.75,Královéhradecký,všechny byty,2013-06-01 00:00:00
4114,1006-0-2013-6,1006,2013,6,0,1078020.0,0.1931,0.1953,0.2164,2.91,Vysočina,všechny byty,2013-06-01 00:00:00
4115,1007-0-2013-6,1007,2013,6,0,1438760.0,0.2634,0.2664,0.2952,3.97,Karlovarský,všechny byty,2013-06-01 00:00:00
4116,1008-0-2013-6,1008,2013,6,0,1194210.0,0.2373,0.24,0.266,3.57,Liberecký,všechny byty,2013-06-01 00:00:00
4117,1010-0-2013-6,1010,2013,6,0,1295720.0,0.2434,0.2462,0.2728,3.66,Plzeňský,všechny byty,2013-06-01 00:00:00
4118,1011-0-2013-6,1011,2013,6,0,1621260.0,0.2606,0.2636,0.2921,3.92,Středočeský,všechny byty,2013-06-01 00:00:00
4119,1013-0-2013-6,1013,2013,6,0,584171.0,0.1247,0.1261,0.1397,1.88,Ústecký,všechny byty,2013-06-01 00:00:00
4120,2002-0-2013-6,2002,2013,6,0,1604767.0,0.2944,0.2978,0.3299,4.43,Jihomoravský,všechny byty,2013-06-01 00:00:00
4121,2009-0-2013-6,2009,2013,6,0,1398515.0,0.2828,0.28600000000000003,0.3169,4.26,Olomoucký,všechny byty,2013-06-01 00:00:00
4122,2012-0-2013-6,2012,2013,6,0,881800.0,0.1876,0.1898,0.2102,2.82,Moravskoslezský,všechny byty,2013-06-01 00:00:00
4123,2014-0-2013-6,2014,2013,6,0,1272692.0,0.243,0.2458,0.2723,3.66,Zlínský,všechny byty,2013-06-01 00:00:00
4124,0-0-2013-6,0,2013,6,0,1703705.0,0.2934,0.2968,0.3288,4.42,Celá ČR,všechny byty,2013-06-01 00:00:00
4125,1001-113-2013-7,1001,2013,7,113,1988082.0,0.3087,0.312,0.3453,4.61,Praha,1+1,2013-07-01 00:00:00
4126,1003-113-2013-7,1003,2013,7,113,892641.0,0.1722,0.174,0.1926,2.57,Jihočeský,1+1,2013-07-01 00:00:00
4127,1004-113-2013-7,1004,2013,7,113,793289.0,0.1588,0.1605,0.1777,2.37,Pardubický,1+1,2013-07-01 00:00:00
4128,1005-113-2013-7,1005,2013,7,113,1068004.0,0.1951,0.1971,0.2182,2.91,Královéhradecký,1+1,2013-07-01 00:00:00
4129,1006-113-2013-7,1006,2013,7,113,696286.0,0.1257,0.127,0.1406,1.88,Vysočina,1+1,2013-07-01 00:00:00
4130,1007-113-2013-7,1007,2013,7,113,773634.0,0.1428,0.1443,0.1597,2.13,Karlovarský,1+1,2013-07-01 00:00:00
4131,1008-113-2013-7,1008,2013,7,113,807603.0,0.1618,0.1635,0.18100000000000002,2.41,Liberecký,1+1,2013-07-01 00:00:00
4132,1010-113-2013-7,1010,2013,7,113,909775.0,0.1723,0.1741,0.1927,2.57,Plzeňský,1+1,2013-07-01 00:00:00
4133,1011-113-2013-7,1011,2013,7,113,1018769.0,0.1651,0.1668,0.1847,2.46,Středočeský,1+1,2013-07-01 00:00:00
4134,1013-113-2013-7,1013,2013,7,113,342110.0,0.0736,0.0744,0.0823,1.1,Ústecký,1+1,2013-07-01 00:00:00
4135,2002-113-2013-7,2002,2013,7,113,1191639.0,0.2204,0.2227,0.2465,3.29,Jihomoravský,1+1,2013-07-01 00:00:00
4136,2009-113-2013-7,2009,2013,7,113,871888.0,0.1777,0.1796,0.1988,2.65,Olomoucký,1+1,2013-07-01 00:00:00
4137,2012-113-2013-7,2012,2013,7,113,552505.0,0.1185,0.1197,0.1325,1.77,Moravskoslezský,1+1,2013-07-01 00:00:00
4138,2014-113-2013-7,2014,2013,7,113,883034.0,0.1699,0.1717,0.1901,2.54,Zlínský,1+1,2013-07-01 00:00:00
4139,1001-123-2013-7,1001,2013,7,123,2900258.0,0.4504,0.4552,0.5038,6.73,Praha,2+1,2013-07-01 00:00:00
4140,1003-123-2013-7,1003,2013,7,123,1180730.0,0.2278,0.2302,0.2548,3.4,Jihočeský,2+1,2013-07-01 00:00:00
4141,1004-123-2013-7,1004,2013,7,123,1104619.0,0.2212,0.2235,0.2474,3.3,Pardubický,2+1,2013-07-01 00:00:00
4142,1005-123-2013-7,1005,2013,7,123,1718753.0,0.3139,0.3173,0.3512,4.69,Královéhradecký,2+1,2013-07-01 00:00:00
4143,1006-123-2013-7,1006,2013,7,123,963811.0,0.174,0.1759,0.1947,2.6,Vysočina,2+1,2013-07-01 00:00:00
4144,1007-123-2013-7,1007,2013,7,123,1308975.0,0.2416,0.2441,0.2702,3.61,Karlovarský,2+1,2013-07-01 00:00:00
4145,1008-123-2013-7,1008,2013,7,123,1093257.0,0.21899999999999997,0.2213,0.245,3.27,Liberecký,2+1,2013-07-01 00:00:00
4146,1010-123-2013-7,1010,2013,7,123,1166040.0,0.2208,0.2231,0.247,3.3,Plzeňský,2+1,2013-07-01 00:00:00
4147,1011-123-2013-7,1011,2013,7,123,1380836.0,0.2238,0.2261,0.2503,3.34,Středočeský,2+1,2013-07-01 00:00:00
4148,1013-123-2013-7,1013,2013,7,123,527610.0,0.1135,0.1147,0.127,1.69,Ústecký,2+1,2013-07-01 00:00:00
4149,2002-123-2013-7,2002,2013,7,123,1801118.0,0.3332,0.3367,0.3727,4.98,Jihomoravský,2+1,2013-07-01 00:00:00
4150,2009-123-2013-7,2009,2013,7,123,1203389.0,0.2453,0.2479,0.2744,3.66,Olomoucký,2+1,2013-07-01 00:00:00
4151,2012-123-2013-7,2012,2013,7,123,782745.0,0.1679,0.1697,0.1878,2.51,Moravskoslezský,2+1,2013-07-01 00:00:00
4152,2014-123-2013-7,2014,2013,7,123,1169564.0,0.2251,0.2275,0.2518,3.36,Zlínský,2+1,2013-07-01 00:00:00
4153,1001-126-2013-7,1001,2013,7,126,4115995.0,0.6392,0.6459999999999999,0.715,9.55,Praha,3+1,2013-07-01 00:00:00
4154,1003-126-2013-7,1003,2013,7,126,1224374.0,0.2362,0.2387,0.2642,3.53,Jihočeský,3+1,2013-07-01 00:00:00
4155,1004-126-2013-7,1004,2013,7,126,1401613.0,0.2807,0.2836,0.314,4.19,Pardubický,3+1,2013-07-01 00:00:00
4156,1005-126-2013-7,1005,2013,7,126,1736264.0,0.3172,0.3205,0.3548,4.74,Královéhradecký,3+1,2013-07-01 00:00:00
4157,1006-126-2013-7,1006,2013,7,126,1289297.0,0.2328,0.2353,0.2604,3.48,Vysočina,3+1,2013-07-01 00:00:00
4158,1007-126-2013-7,1007,2013,7,126,1619366.0,0.2989,0.3021,0.3343,4.46,Karlovarský,3+1,2013-07-01 00:00:00
4159,1008-126-2013-7,1008,2013,7,126,1302688.0,0.261,0.2638,0.292,3.9,Liberecký,3+1,2013-07-01 00:00:00
4160,1010-126-2013-7,1010,2013,7,126,1370517.0,0.2595,0.2623,0.2903,3.88,Plzeňský,3+1,2013-07-01 00:00:00
4161,1011-126-2013-7,1011,2013,7,126,1857258.0,0.301,0.3042,0.3367,4.5,Středočeský,3+1,2013-07-01 00:00:00
4162,1013-126-2013-7,1013,2013,7,126,699705.0,0.1506,0.1522,0.1684,2.25,Ústecký,3+1,2013-07-01 00:00:00
4163,2002-126-2013-7,2002,2013,7,126,1427949.0,0.2641,0.2669,0.2954,3.94,Jihomoravský,3+1,2013-07-01 00:00:00
4164,2009-126-2013-7,2009,2013,7,126,1542468.0,0.3144,0.3178,0.3517,4.7,Olomoucký,3+1,2013-07-01 00:00:00
4165,2012-126-2013-7,2012,2013,7,126,983818.0,0.21100000000000002,0.2133,0.2361,3.15,Moravskoslezský,3+1,2013-07-01 00:00:00
4166,2014-126-2013-7,2014,2013,7,126,1508709.0,0.2904,0.2935,0.3248,4.34,Zlínský,3+1,2013-07-01 00:00:00
4167,1001-133-2013-7,1001,2013,7,133,5691694.0,0.884,0.8934,0.9888,13.21,Praha,4+1,2013-07-01 00:00:00
4168,1003-133-2013-7,1003,2013,7,133,1506791.0,0.2907,0.2938,0.3252,4.34,Jihočeský,4+1,2013-07-01 00:00:00
4169,1004-133-2013-7,1004,2013,7,133,1963858.0,0.3933,0.3975,0.4399,5.88,Pardubický,4+1,2013-07-01 00:00:00
4170,1005-133-2013-7,1005,2013,7,133,2413592.0,0.4409,0.4456,0.4932,6.59,Královéhradecký,4+1,2013-07-01 00:00:00
4171,1006-133-2013-7,1006,2013,7,133,1676375.0,0.3027,0.306,0.3387,4.52,Vysočina,4+1,2013-07-01 00:00:00
4172,1007-133-2013-7,1007,2013,7,133,2715036.0,0.5012,0.5065,0.5606,7.49,Karlovarský,4+1,2013-07-01 00:00:00
4173,1008-133-2013-7,1008,2013,7,133,2006788.0,0.4021,0.4063,0.4498,6.01,Liberecký,4+1,2013-07-01 00:00:00
4174,1010-133-2013-7,1010,2013,7,133,1889353.0,0.3578,0.3616,0.4003,5.35,Plzeňský,4+1,2013-07-01 00:00:00
4175,1011-133-2013-7,1011,2013,7,133,2766209.0,0.4483,0.4531,0.5015,6.7,Středočeský,4+1,2013-07-01 00:00:00
4176,1013-133-2013-7,1013,2013,7,133,820252.0,0.1765,0.1784,0.1975,2.64,Ústecký,4+1,2013-07-01 00:00:00
4177,2002-133-2013-7,2002,2013,7,133,3395930.0,0.6282,0.6349,0.7027,9.39,Jihomoravský,4+1,2013-07-01 00:00:00
4178,2009-133-2013-7,2009,2013,7,133,2268875.0,0.4625,0.4674,0.5174,6.91,Olomoucký,4+1,2013-07-01 00:00:00
4179,2012-133-2013-7,2012,2013,7,133,1298914.0,0.2786,0.2816,0.3117,4.16,Moravskoslezský,4+1,2013-07-01 00:00:00
4180,2014-133-2013-7,2014,2013,7,133,1849946.0,0.3561,0.3599,0.3983,5.32,Zlínský,4+1,2013-07-01 00:00:00
4181,0-113-2013-7,0,2013,7,113,952385.0,0.1653,0.1671,0.185,2.47,Celá ČR,1+1,2013-07-01 00:00:00
4182,0-123-2013-7,0,2013,7,123,1183065.0,0.2054,0.2076,0.2298,3.07,Celá ČR,2+1,2013-07-01 00:00:00
4183,0-126-2013-7,0,2013,7,126,1414658.0,0.2456,0.2482,0.2748,3.67,Celá ČR,3+1,2013-07-01 00:00:00
4184,0-133-2013-7,0,2013,7,133,1963798.0,0.341,0.3446,0.3814,5.09,Celá ČR,4+1,2013-07-01 00:00:00
4185,1001-0-2013-7,1001,2013,7,0,3397468.0,0.5276,0.5332,0.5902,7.88,Praha,všechny byty,2013-07-01 00:00:00
4186,1003-0-2013-7,1003,2013,7,0,1202619.0,0.23199999999999998,0.2345,0.2595,3.46,Jihočeský,všechny byty,2013-07-01 00:00:00
4187,1004-0-2013-7,1004,2013,7,0,1249479.0,0.2502,0.2529,0.2799,3.74,Pardubický,všechny byty,2013-07-01 00:00:00
4188,1005-0-2013-7,1005,2013,7,0,1681801.0,0.3072,0.3105,0.3436,4.59,Královéhradecký,všechny byty,2013-07-01 00:00:00
4189,1006-0-2013-7,1006,2013,7,0,1099236.0,0.1985,0.2006,0.222,2.96,Vysočina,všechny byty,2013-07-01 00:00:00
4190,1007-0-2013-7,1007,2013,7,0,1450493.0,0.2677,0.2706,0.2994,4.0,Karlovarský,všechny byty,2013-07-01 00:00:00
4191,1008-0-2013-7,1008,2013,7,0,1203907.0,0.2412,0.2437,0.2698,3.6,Liberecký,všechny byty,2013-07-01 00:00:00
4192,1010-0-2013-7,1010,2013,7,0,1269628.0,0.2404,0.243,0.26899999999999996,3.59,Plzeňský,všechny byty,2013-07-01 00:00:00
4193,1011-0-2013-7,1011,2013,7,0,1605559.0,0.2602,0.2629,0.29100000000000004,3.89,Středočeský,všechny byty,2013-07-01 00:00:00
4194,1013-0-2013-7,1013,2013,7,0,598499.0,0.1288,0.1301,0.1441,1.92,Ústecký,všechny byty,2013-07-01 00:00:00
4195,2002-0-2013-7,2002,2013,7,0,1588501.0,0.2938,0.2969,0.3287,4.39,Jihomoravský,všechny byty,2013-07-01 00:00:00
4196,2009-0-2013-7,2009,2013,7,0,1408274.0,0.2871,0.2901,0.3211,4.29,Olomoucký,všechny byty,2013-07-01 00:00:00
4197,2012-0-2013-7,2012,2013,7,0,882720.0,0.1893,0.1913,0.2118,2.83,Moravskoslezský,všechny byty,2013-07-01 00:00:00
4198,2014-0-2013-7,2014,2013,7,0,1307116.0,0.2516,0.2543,0.2814,3.76,Zlínský,všechny byty,2013-07-01 00:00:00
4199,0-0-2013-7,0,2013,7,0,1732749.0,0.3009,0.3041,0.3365,4.49,Celá ČR,všechny byty,2013-07-01 00:00:00
4200,1001-113-2013-8,1001,2013,8,113,2060236.0,0.321,0.3246,0.3602,4.78,Praha,1+1,2013-08-01 00:00:00
4201,1003-113-2013-8,1003,2013,8,113,878846.0,0.1701,0.172,0.1909,2.53,Jihočeský,1+1,2013-08-01 00:00:00
4202,1004-113-2013-8,1004,2013,8,113,791599.0,0.159,0.1608,0.1785,2.37,Pardubický,1+1,2013-08-01 00:00:00
4203,1005-113-2013-8,1005,2013,8,113,1087727.0,0.1993,0.2015,0.2237,2.97,Královéhradecký,1+1,2013-08-01 00:00:00
4204,1006-113-2013-8,1006,2013,8,113,696789.0,0.1262,0.1276,0.1417,1.88,Vysočina,1+1,2013-08-01 00:00:00
4205,1007-113-2013-8,1007,2013,8,113,771725.0,0.1429,0.1445,0.1603,2.12,Karlovarský,1+1,2013-08-01 00:00:00
4206,1008-113-2013-8,1008,2013,8,113,920530.0,0.185,0.1871,0.2076,2.75,Liberecký,1+1,2013-08-01 00:00:00
4207,1010-113-2013-8,1010,2013,8,113,927167.0,0.1761,0.1781,0.1977,2.62,Plzeňský,1+1,2013-08-01 00:00:00
4208,1011-113-2013-8,1011,2013,8,113,1015813.0,0.1652,0.16699999999999998,0.1853,2.46,Středočeský,1+1,2013-08-01 00:00:00
4209,1013-113-2013-8,1013,2013,8,113,333692.0,0.07200000000000001,0.0728,0.0808,1.07,Ústecký,1+1,2013-08-01 00:00:00
4210,2002-113-2013-8,2002,2013,8,113,1165278.0,0.2162,0.2186,0.2427,3.22,Jihomoravský,1+1,2013-08-01 00:00:00
4211,2009-113-2013-8,2009,2013,8,113,911535.0,0.1864,0.1885,0.2092,2.77,Olomoucký,1+1,2013-08-01 00:00:00
4212,2012-113-2013-8,2012,2013,8,113,554201.0,0.1192,0.1205,0.1338,1.77,Moravskoslezský,1+1,2013-08-01 00:00:00
4213,2014-113-2013-8,2014,2013,8,113,887698.0,0.1714,0.1733,0.1924,2.55,Zlínský,1+1,2013-08-01 00:00:00
4214,1001-123-2013-8,1001,2013,8,123,3037927.0,0.4734,0.4786,0.5312,7.05,Praha,2+1,2013-08-01 00:00:00
4215,1003-123-2013-8,1003,2013,8,123,1156320.0,0.2238,0.2263,0.2512,3.33,Jihočeský,2+1,2013-08-01 00:00:00
4216,1004-123-2013-8,1004,2013,8,123,1122887.0,0.2256,0.2281,0.2532,3.36,Pardubický,2+1,2013-08-01 00:00:00
4217,1005-123-2013-8,1005,2013,8,123,1685530.0,0.3089,0.3123,0.3467,4.6,Královéhradecký,2+1,2013-08-01 00:00:00
4218,1006-123-2013-8,1006,2013,8,123,972115.0,0.1761,0.1781,0.1977,2.62,Vysočina,2+1,2013-08-01 00:00:00
4219,1007-123-2013-8,1007,2013,8,123,1286347.0,0.2382,0.2409,0.2673,3.55,Karlovarský,2+1,2013-08-01 00:00:00
4220,1008-123-2013-8,1008,2013,8,123,1157091.0,0.2326,0.2352,0.261,3.46,Liberecký,2+1,2013-08-01 00:00:00
4221,1010-123-2013-8,1010,2013,8,123,1216257.0,0.2311,0.2336,0.2593,3.44,Plzeňský,2+1,2013-08-01 00:00:00
4222,1011-123-2013-8,1011,2013,8,123,1438375.0,0.2339,0.2365,0.2625,3.48,Středočeský,2+1,2013-08-01 00:00:00
4223,1013-123-2013-8,1013,2013,8,123,517758.0,0.1118,0.113,0.1254,1.66,Ústecký,2+1,2013-08-01 00:00:00
4224,2002-123-2013-8,2002,2013,8,123,1816226.0,0.3371,0.3408,0.3783,5.02,Jihomoravský,2+1,2013-08-01 00:00:00
4225,2009-123-2013-8,2009,2013,8,123,1195574.0,0.2445,0.2472,0.2744,3.64,Olomoucký,2+1,2013-08-01 00:00:00
4226,2012-123-2013-8,2012,2013,8,123,771486.0,0.166,0.1679,0.1863,2.47,Moravskoslezský,2+1,2013-08-01 00:00:00
4227,2014-123-2013-8,2014,2013,8,123,1143039.0,0.2208,0.2232,0.2477,3.28,Zlínský,2+1,2013-08-01 00:00:00
4228,1001-126-2013-8,1001,2013,8,126,4472895.0,0.6970000000000001,0.7047,0.7822,10.38,Praha,3+1,2013-08-01 00:00:00
4229,1003-126-2013-8,1003,2013,8,126,1263599.0,0.2446,0.2473,0.2745,3.64,Jihočeský,3+1,2013-08-01 00:00:00
4230,1004-126-2013-8,1004,2013,8,126,1432105.0,0.2877,0.2909,0.3229,4.28,Pardubický,3+1,2013-08-01 00:00:00
4231,1005-126-2013-8,1005,2013,8,126,1719885.0,0.3152,0.3187,0.3537,4.69,Královéhradecký,3+1,2013-08-01 00:00:00
4232,1006-126-2013-8,1006,2013,8,126,1249165.0,0.2263,0.2288,0.254,3.37,Vysočina,3+1,2013-08-01 00:00:00
4233,1007-126-2013-8,1007,2013,8,126,1589924.0,0.2944,0.2977,0.3304,4.38,Karlovarský,3+1,2013-08-01 00:00:00
4234,1008-126-2013-8,1008,2013,8,126,1296963.0,0.2607,0.2636,0.2926,3.88,Liberecký,3+1,2013-08-01 00:00:00
