kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb
1003-126-2009-5,1003,2009,5,126,1647089.452,42.4,43.2,45.4,5.09
1004-126-2009-5,1004,2009,5,126,1776133.283,47.1,48.0,50.3,5.64
1005-126-2009-5,1005,2009,5,126,1889564.863,49.5,50.5,53.0,5.94
1006-126-2009-5,1006,2009,5,126,1507675.694,37.9,38.6,40.5,4.55
1007-126-2009-5,1007,2009,5,126,1679207.994,46.2,47.1,49.4,5.54
1008-126-2009-5,1008,2009,5,126,1342698.235,35.7,36.4,38.2,4.28
1010-126-2009-5,1010,2009,5,126,2352286,59.4,60.5,63.5,7.12
1011-126-2009-5,1011,2009,5,126,2262079.025,51.2,52.2,54.7,6.14
1013-126-2009-5,1013,2009,5,126,970009.1539,26.4,26.9,28.3,3.17
2002-126-2009-5,2002,2009,5,126,2482210.92,64.5,65.8,69.0,7.74
2009-126-2009-5,2009,2009,5,126,1781820.498,48.6,49.5,51.9,5.83
2012-126-2009-5,2012,2009,5,126,1353998.134,37.7,38.4,40.3,4.52
2014-126-2009-5,2014,2009,5,126,1678867.396,43.1,43.9,46.1,5.17
1001-133-2009-5,1001,2009,5,133,6471814.92,136.5,139.1,146.0,16.38
1003-133-2009-5,1003,2009,5,133,2070079.652,53.3,54.3,57.0,6.40
1004-133-2009-5,1004,2009,5,133,2797141,74.1,75.5,79.2,8.89
1005-133-2009-5,1005,2009,5,133,2593577.979,68.0,69.3,72.7,8.16
1006-133-2009-5,1006,2009,5,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2009-5,1007,2009,5,133,2175073,59.8,61.0,64.0,7.18
1008-133-2009-5,1008,2009,5,133,1820984.776,48.4,49.4,51.8,5.81
1010-133-2009-5,1010,2009,5,133,2052914.583,51.8,52.8,55.4,6.22
1011-133-2009-5,1011,2009,5,133,3187625.413,72.1,73.5,77.1,8.65
1013-133-2009-5,1013,2009,5,133,987310.1294,26.9,27.4,28.8,3.23
2002-133-2009-5,2002,2009,5,133,3168501.996,82.4,83.9,88.1,9.88
2009-133-2009-5,2009,2009,5,133,2243606.721,61.2,62.4,65.4,7.34
2012-133-2009-5,2012,2009,5,133,1697409.741,47.3,48.2,50.5,5.67
2014-133-2009-5,2014,2009,5,133,2353375,60.4,61.5,64.6,7.24
0-113-2009-5,0,2009,5,113,1205567,28.4,28.9,30.3,3.40
0-123-2009-5,0,2009,5,123,1581258,37.2,37.9,39.8,4.46
0-126-2009-5,0,2009,5,126,1908027,44.9,45.8,48.0,5.39
0-133-2009-5,0,2009,5,133,2441843,57.5,58.6,61.4,6.89
1001-0-2009-5,1001,2009,5,0,4021214.201,84.8,86.5,90.7,10.18
1003-0-2009-5,1003,2009,5,0,1592995.004,41.0,41.8,43.9,4.92
1004-0-2009-5,1004,2009,5,0,1650466.978,43.7,44.6,46.8,5.24
1005-0-2009-5,1005,2009,5,0,1719942.299,45.1,46.0,48.2,5.41
1006-0-2009-5,1006,2009,5,0,1362932.032,34.3,34.9,36.6,4.11
1007-0-2009-5,1007,2009,5,0,1379089.078,37.9,38.7,40.6,4.55
1008-0-2009-5,1008,2009,5,0,1303631.006,34.7,35.3,37.1,4.16
1010-0-2009-5,1010,2009,5,0,1936377.276,48.9,49.8,52.3,5.86
1011-0-2009-5,1011,2009,5,0,1991908.161,45.1,45.9,48.2,5.41
1013-0-2009-5,1013,2009,5,0,854194.52,23.3,23.7,24.9,2.79
2002-0-2009-5,2002,2009,5,0,2176325.869,56.6,57.7,60.5,6.79
2009-0-2009-5,2009,2009,5,0,1626273.794,44.3,45.2,47.4,5.32
2012-0-2009-5,2012,2009,5,0,1215591.747,33.8,34.5,36.2,4.06
2014-0-2009-5,2014,2009,5,0,1559929.039,40.0,40.8,42.8,4.80
0-0-2009-5,0,2009,5,0,2057593,48.4,49.3,51.8,5.81
1001-113-2009-6,1001,2009,6,113,2370255.146,49.4,50.3,52.9,5.92
1003-113-2009-6,1003,2009,6,113,1234130,31.6,32.2,33.8,3.79
1004-113-2009-6,1004,2009,6,113,1116777.525,29.4,30.0,31.5,3.53
1005-113-2009-6,1005,2009,6,113,1157428.789,30.1,30.7,32.2,3.61
1006-113-2009-6,1006,2009,6,113,894104,22.3,22.8,23.9,2.68
1007-113-2009-6,1007,2009,6,113,859208.5613,23.5,23.9,25.1,2.81
1008-113-2009-6,1008,2009,6,113,896307.0092,23.7,24.1,25.4,2.84
1010-113-2009-6,1010,2009,6,113,1238341,31.2,31.8,33.4,3.74
1011-113-2009-6,1011,2009,6,113,1375017.771,30.8,31.4,33.0,3.69
1013-113-2009-6,1013,2009,6,113,522530.8736,14.2,14.5,15.2,1.70
2002-113-2009-6,2002,2009,6,113,1343666.973,34.6,35.3,37.0,4.15
2009-113-2009-6,2009,2009,6,113,1040305.151,28.2,28.8,30.2,3.38
2012-113-2009-6,2012,2009,6,113,764146.0234,21.2,21.6,22.7,2.54
2014-113-2009-6,2014,2009,6,113,994059.9226,25.2,25.7,27.0,3.03
1001-123-2009-6,1001,2009,6,123,3494917.58,72.8,74.2,77.9,8.74
1003-123-2009-6,1003,2009,6,123,1496597.25,38.3,39.1,41.0,4.60
1004-123-2009-6,1004,2009,6,123,1497664.753,39.5,40.2,42.3,4.73
1005-123-2009-6,1005,2009,6,123,1651223.77,42.9,43.7,46.0,5.15
1006-123-2009-6,1006,2009,6,123,1283336.064,32.1,32.7,34.3,3.84
1007-123-2009-6,1007,2009,6,123,1157201.592,31.6,32.2,33.8,3.79
1008-123-2009-6,1008,2009,6,123,1287250.489,34.0,34.7,36.4,4.08
1010-123-2009-6,1010,2009,6,123,1792664,45.1,46.0,48.3,5.41
1011-123-2009-6,1011,2009,6,123,1744507.852,39.1,39.8,41.8,4.69
1013-123-2009-6,1013,2009,6,123,740087.0069,20.1,20.5,21.5,2.41
2002-123-2009-6,2002,2009,6,123,1823810.476,46.9,47.9,50.3,5.63
2009-123-2009-6,2009,2009,6,123,1414445.721,38.4,39.1,41.1,4.60
2012-123-2009-6,2012,2009,6,123,1059254.367,29.3,29.9,31.4,3.52
2014-123-2009-6,2014,2009,6,123,1463122.504,37.2,37.9,39.8,4.46
1001-126-2009-6,1001,2009,6,126,4682134.435,97.5,99.4,104.4,11.70
1003-126-2009-6,1003,2009,6,126,1619945.835,41.5,42.3,44.4,4.98
1004-126-2009-6,1004,2009,6,126,1743290.907,45.9,46.8,49.2,5.51
1005-126-2009-6,1005,2009,6,126,1876034.946,48.8,49.7,52.2,5.85
1006-126-2009-6,1006,2009,6,126,1517821.069,37.9,38.7,40.6,4.55
1007-126-2009-6,1007,2009,6,126,1680258,45.9,46.8,49.2,5.51
1008-126-2009-6,1008,2009,6,126,1332119.659,35.2,35.9,37.7,4.22
1010-126-2009-6,1010,2009,6,126,2236613,56.3,57.4,60.3,6.75
1011-126-2009-6,1011,2009,6,126,2234656.889,50.1,51.0,53.6,6.01
1013-126-2009-6,1013,2009,6,126,951456.1374,25.8,26.3,27.7,3.10
2002-126-2009-6,2002,2009,6,126,2498956.268,64.3,65.6,68.9,7.72
2009-126-2009-6,2009,2009,6,126,1743013.624,47.3,48.2,50.6,5.67
2012-126-2009-6,2012,2009,6,126,1277459.869,35.4,36.1,37.9,4.24
2014-126-2009-6,2014,2009,6,126,1668992.239,42.4,43.2,45.4,5.08
1001-133-2009-6,1001,2009,6,133,6426405.858,133.9,136.5,143.3,16.07
1003-133-2009-6,1003,2009,6,133,2048068.223,52.4,53.5,56.2,6.29
1004-133-2009-6,1004,2009,6,133,2912948,76.7,78.2,82.2,9.21
1005-133-2009-6,1005,2009,6,133,2686902.84,69.8,71.2,74.8,8.38
1006-133-2009-6,1006,2009,6,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2009-6,1007,2009,6,133,2242006,61.2,62.4,65.6,7.35
1008-133-2009-6,1008,2009,6,133,1825252,48.2,49.2,51.6,5.78
1010-133-2009-6,1010,2009,6,133,2045526.389,51.5,52.5,55.1,6.18
1011-133-2009-6,1011,2009,6,133,3332901.192,74.7,76.1,79.9,8.96
1013-133-2009-6,1013,2009,6,133,966913.5019,26.2,26.8,28.1,3.15
2002-133-2009-6,2002,2009,6,133,3259629.044,83.9,85.5,89.9,10.07
2009-133-2009-6,2009,2009,6,133,2111395.559,57.3,58.4,61.3,6.87
2012-133-2009-6,2012,2009,6,133,1633418.967,45.2,46.1,48.4,5.43
2014-133-2009-6,2014,2009,6,133,2440750,62.0,63.2,66.4,7.44
0-113-2009-6,0,2009,6,113,1226495,28.7,29.2,30.7,3.44
0-123-2009-6,0,2009,6,123,1578753,36.9,37.6,39.5,4.43
0-126-2009-6,0,2009,6,126,1913597,44.7,45.6,47.9,5.37
0-133-2009-6,0,2009,6,133,2443589,57.1,58.2,61.2,6.86
1001-0-2009-6,1001,2009,6,0,3999156.996,83.3,84.9,89.2,10.00
1003-0-2009-6,1003,2009,6,0,1592854.688,40.8,41.6,43.7,4.89
1004-0-2009-6,1004,2009,6,0,1625311.928,42.8,43.7,45.9,5.14
1005-0-2009-6,1005,2009,6,0,1718009.591,44.7,45.5,47.8,5.36
1006-0-2009-6,1006,2009,6,0,1374683.24,34.3,35.0,36.8,4.12
1007-0-2009-6,1007,2009,6,0,1435205.658,39.2,40.0,42.0,4.70
1008-0-2009-6,1008,2009,6,0,1262613.009,33.4,34.0,35.7,4.00
1010-0-2009-6,1010,2009,6,0,1872499.068,47.1,48.1,50.5,5.65
1011-0-2009-6,1011,2009,6,0,1990392.765,44.6,45.5,47.7,5.35
1013-0-2009-6,1013,2009,6,0,818418.2873,22.2,22.7,23.8,2.66
2002-0-2009-6,2002,2009,6,0,2184599.487,56.2,57.3,60.2,6.75
2009-0-2009-6,2009,2009,6,0,1575760.355,42.8,43.6,45.8,5.13
2012-0-2009-6,2012,2009,6,0,1162264.497,32.2,32.8,34.5,3.86
2014-0-2009-6,2014,2009,6,0,1556659.838,39.5,40.3,42.3,4.74
0-0-2009-6,0,2009,6,0,2053101,48.0,48.9,51.4,5.76
1001-113-2009-7,1001,2009,7,113,2376583.493,48.9,49.7,52.5,5.87
1003-113-2009-7,1003,2009,7,113,1055163.096,26.9,27.3,28.9,3.22
1004-113-2009-7,1004,2009,7,113,1112194.666,29.2,29.7,31.3,3.49
1005-113-2009-7,1005,2009,7,113,1156002.689,29.8,30.3,32.0,3.57
1006-113-2009-7,1006,2009,7,113,887054,22.0,22.4,23.7,2.64
1007-113-2009-7,1007,2009,7,113,819069.5967,22.2,22.6,23.9,2.66
1008-113-2009-7,1008,2009,7,113,904864.9048,23.8,24.2,25.5,2.85
1010-113-2009-7,1010,2009,7,113,1237374,31.1,31.6,33.4,3.72
1011-113-2009-7,1011,2009,7,113,1305605.991,29.0,29.5,31.1,3.47
1013-113-2009-7,1013,2009,7,113,517541.9041,14.0,14.2,15.0,1.68
2002-113-2009-7,2002,2009,7,113,1347328.557,34.4,35.0,36.9,4.12
2009-113-2009-7,2009,2009,7,113,1002026.736,27.1,27.5,29.1,3.24
2012-113-2009-7,2012,2009,7,113,753142.0825,20.7,21.1,22.3,2.49
2014-113-2009-7,2014,2009,7,113,988778.8357,24.9,25.3,26.7,2.98
1001-123-2009-7,1001,2009,7,123,3517256.26,72.4,73.6,77.7,8.68
1003-123-2009-7,1003,2009,7,123,1454434.517,37.1,37.7,39.8,4.44
1004-123-2009-7,1004,2009,7,123,1453856.688,38.1,38.8,40.9,4.57
1005-123-2009-7,1005,2009,7,123,1629147.256,42.0,42.7,45.1,5.04
1006-123-2009-7,1006,2009,7,123,1278273.661,31.8,32.3,34.1,3.81
1007-123-2009-7,1007,2009,7,123,1120546.661,30.4,30.9,32.7,3.65
1008-123-2009-7,1008,2009,7,123,1287508.491,33.8,34.4,36.3,4.05
1010-123-2009-7,1010,2009,7,123,1817240,45.7,46.4,49.0,5.47
1011-123-2009-7,1011,2009,7,123,1721138.078,38.2,38.8,41.0,4.58
1013-123-2009-7,1013,2009,7,123,722918.6049,19.6,19.9,21.0,2.34
2002-123-2009-7,2002,2009,7,123,1820112.452,46.4,47.2,49.9,5.57
2009-123-2009-7,2009,2009,7,123,1371826.045,37.1,37.7,39.8,4.44
2012-123-2009-7,2012,2009,7,123,1040179.291,28.7,29.1,30.8,3.43
2014-123-2009-7,2014,2009,7,123,1458434.279,36.7,37.3,39.4,4.40
1001-126-2009-7,1001,2009,7,126,4738967.542,97.6,99.2,104.7,11.70
1003-126-2009-7,1003,2009,7,126,1670892.187,42.6,43.3,45.7,5.10
1004-126-2009-7,1004,2009,7,126,1737417.54,45.6,46.3,48.9,5.46
1005-126-2009-7,1005,2009,7,126,1871159.671,48.3,49.1,51.8,5.78
1006-126-2009-7,1006,2009,7,126,1583313.822,39.3,40.0,42.2,4.71
1007-126-2009-7,1007,2009,7,126,1681391.065,45.6,46.4,49.0,5.47
1008-126-2009-7,1008,2009,7,126,1294310.664,34.0,34.5,36.5,4.07
1010-126-2009-7,1010,2009,7,126,2193183,55.1,56.0,59.2,6.61
1011-126-2009-7,1011,2009,7,126,2224597.459,49.4,50.2,53.0,5.92
1013-126-2009-7,1013,2009,7,126,929198.9737,25.2,25.6,27.0,3.01
2002-126-2009-7,2002,2009,7,126,2523171.331,64.4,65.5,69.1,7.72
2009-126-2009-7,2009,2009,7,126,1737485.065,46.9,47.7,50.4,5.63
2012-126-2009-7,2012,2009,7,126,1262986.237,34.8,35.4,37.4,4.17
2014-126-2009-7,2014,2009,7,126,1679607.261,42.3,43.0,45.4,5.07
1001-133-2009-7,1001,2009,7,133,6386969.064,131.5,133.7,141.2,15.77
1003-133-2009-7,1003,2009,7,133,2080535.676,53.0,53.9,56.9,6.35
1004-133-2009-7,1004,2009,7,133,2662406,69.8,71.0,74.9,8.37
1005-133-2009-7,1005,2009,7,133,2628774.082,67.8,68.9,72.8,8.13
1006-133-2009-7,1006,2009,7,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2009-7,1007,2009,7,133,2219091,60.2,61.3,64.7,7.22
1008-133-2009-7,1008,2009,7,133,1829518.657,48.0,48.8,51.6,5.76
1010-133-2009-7,1010,2009,7,133,2038138.194,51.2,52.1,55.0,6.14
1011-133-2009-7,1011,2009,7,133,3303655.388,73.3,74.6,78.7,8.79
1013-133-2009-7,1013,2009,7,133,967691.7832,26.2,26.6,28.1,3.14
2002-133-2009-7,2002,2009,7,133,3401906.306,86.8,88.3,93.2,10.41
2009-133-2009-7,2009,2009,7,133,2190456.082,59.2,60.2,63.5,7.10
2012-133-2009-7,2012,2009,7,133,1643383.084,45.3,46.0,48.6,5.43
2014-133-2009-7,2014,2009,7,133,2414160,60.8,61.8,65.2,7.28
0-113-2009-7,0,2009,7,113,1212341,28.2,28.7,30.3,3.38
0-123-2009-7,0,2009,7,123,1549526,36.0,36.6,38.7,4.32
0-126-2009-7,0,2009,7,126,1883705,43.8,44.5,47.0,5.25
0-133-2009-7,0,2009,7,133,2457403,57.1,58.1,61.3,6.85
1001-0-2009-7,1001,2009,7,0,4027516.9,82.9,84.3,89.0,9.94
1003-0-2009-7,1003,2009,7,0,1590008.452,40.5,41.2,43.5,4.86
1004-0-2009-7,1004,2009,7,0,1593020.112,41.8,42.5,44.8,5.01
1005-0-2009-7,1005,2009,7,0,1704993.127,44.0,44.7,47.2,5.27
1006-0-2009-7,1006,2009,7,0,1407138.353,35.0,35.5,37.5,4.19
1007-0-2009-7,1007,2009,7,0,1366916.668,37.1,37.7,39.8,4.45
1008-0-2009-7,1008,2009,7,0,1271849.325,33.4,34.0,35.8,4.00
1010-0-2009-7,1010,2009,7,0,1703892.266,42.8,43.5,46.0,5.13
1011-0-2009-7,1011,2009,7,0,1965435.401,43.6,44.4,46.8,5.23
1013-0-2009-7,1013,2009,7,0,803233.3805,21.7,22.1,23.3,2.60
2002-0-2009-7,2002,2009,7,0,2205831.762,56.3,57.2,60.4,6.75
2009-0-2009-7,2009,2009,7,0,1558902.482,42.1,42.8,45.2,5.05
2012-0-2009-7,2012,2009,7,0,1148640.829,31.6,32.2,34.0,3.79
2014-0-2009-7,2014,2009,7,0,1556996.27,39.2,39.8,42.1,4.70
0-0-2009-7,0,2009,7,0,2042587,47.5,48.3,51.0,5.69
1001-113-2009-8,1001,2009,8,113,2385337.86,48.5,49.2,52.1,5.82
1003-113-2009-8,1003,2009,8,113,1090364,27.6,28.0,29.6,3.31
1004-113-2009-8,1004,2009,8,113,1097060.542,28.6,29.0,30.7,3.43
1005-113-2009-8,1005,2009,8,113,1079387.593,27.6,28.0,29.6,3.31
1006-113-2009-8,1006,2009,8,113,892054,22.0,22.4,23.6,2.64
1007-113-2009-8,1007,2009,8,113,819838.0541,22.1,22.4,23.7,2.65
1008-113-2009-8,1008,2009,8,113,883741.2692,23.0,23.4,24.7,2.76
1010-113-2009-8,1010,2009,8,113,1239019,31.0,31.5,33.3,3.72
1011-113-2009-8,1011,2009,8,113,1201897.514,26.4,26.8,28.3,3.16
1013-113-2009-8,1013,2009,8,113,516132,13.9,14.1,14.9,1.67
2002-113-2009-8,2002,2009,8,113,1350184.023,34.1,34.6,36.6,4.09
2009-113-2009-8,2009,2009,8,113,994145.8865,26.7,27.1,28.7,3.20
2012-113-2009-8,2012,2009,8,113,758900.7047,20.8,21.1,22.3,2.49
2014-113-2009-8,2014,2009,8,113,987649.1422,24.6,25.0,26.4,2.95
1001-123-2009-8,1001,2009,8,123,3496471.102,71.1,72.2,76.3,8.53
1003-123-2009-8,1003,2009,8,123,1451212.498,36.8,37.3,39.4,4.41
1004-123-2009-8,1004,2009,8,123,1423663.122,37.1,37.7,39.8,4.45
1005-123-2009-8,1005,2009,8,123,1649345.405,42.2,42.8,45.3,5.06
1006-123-2009-8,1006,2009,8,123,1364144.205,33.7,34.2,36.1,4.04
1007-123-2009-8,1007,2009,8,123,1183011.699,31.9,32.4,34.2,3.82
1008-123-2009-8,1008,2009,8,123,1235925.246,32.2,32.7,34.6,3.86
1010-123-2009-8,1010,2009,8,123,1792960,44.9,45.6,48.2,5.39
1011-123-2009-8,1011,2009,8,123,1737436.722,38.2,38.8,41.0,4.58
1013-123-2009-8,1013,2009,8,123,730838.0609,19.7,20.0,21.1,2.36
2002-123-2009-8,2002,2009,8,123,1815485.359,45.9,46.6,49.2,5.50
2009-123-2009-8,2009,2009,8,123,1343094.546,36.1,36.7,38.8,4.33
2012-123-2009-8,2012,2009,8,123,1033673.428,28.3,28.7,30.4,3.39
2014-123-2009-8,2014,2009,8,123,1431700.413,35.7,36.2,38.3,4.28
1001-126-2009-8,1001,2009,8,126,4739326.938,96.4,97.8,103.4,11.56
1003-126-2009-8,1003,2009,8,126,1606240.448,40.7,41.3,43.7,4.88
1004-126-2009-8,1004,2009,8,126,1703017.993,44.4,45.1,47.7,5.32
1005-126-2009-8,1005,2009,8,126,1832698.425,46.9,47.6,50.3,5.62
1006-126-2009-8,1006,2009,8,126,1598669.224,39.5,40.1,42.4,4.73
1007-126-2009-8,1007,2009,8,126,1651226.223,44.5,45.2,47.8,5.34
1008-126-2009-8,1008,2009,8,126,1300803.801,33.9,34.4,36.4,4.06
1010-126-2009-8,1010,2009,8,126,2149752,53.9,54.7,57.8,6.46
1011-126-2009-8,1011,2009,8,126,2245223.586,49.3,50.1,53.0,5.92
1013-126-2009-8,1013,2009,8,126,911350.7843,24.6,24.9,26.4,2.94
2002-126-2009-8,2002,2009,8,126,2542910.776,64.3,65.2,69.0,7.71
2009-126-2009-8,2009,2009,8,126,1732714.553,46.6,47.3,50.0,5.59
2012-126-2009-8,2012,2009,8,126,1258297.346,34.5,35.0,37.0,4.13
2014-126-2009-8,2014,2009,8,126,1674126.587,41.7,42.3,44.8,5.00
1001-133-2009-8,1001,2009,8,133,6444860.159,131.0,133.0,140.6,15.72
1003-133-2009-8,1003,2009,8,133,2103654,53.3,54.1,57.2,6.39
1004-133-2009-8,1004,2009,8,133,2603383,67.9,68.9,72.8,8.14
1005-133-2009-8,1005,2009,8,133,2623655.082,67.1,68.1,72.0,8.04
1006-133-2009-8,1006,2009,8,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2009-8,1007,2009,8,133,1927263.584,52.0,52.7,55.8,6.23
1008-133-2009-8,1008,2009,8,133,2000950.507,52.2,52.9,56.0,6.25
1010-133-2009-8,1010,2009,8,133,2030750,50.9,51.6,54.6,6.10
1011-133-2009-8,1011,2009,8,133,3219422.396,70.8,71.8,75.9,8.49
1013-133-2009-8,1013,2009,8,133,938550.3713,25.3,25.7,27.2,3.03
2002-133-2009-8,2002,2009,8,133,3492653.207,88.3,89.6,94.7,10.59
2009-133-2009-8,2009,2009,8,133,2114428.972,56.9,57.7,61.0,6.82
2012-133-2009-8,2012,2009,8,133,1595491.676,43.7,44.4,46.9,5.24
2014-133-2009-8,2014,2009,8,133,2367182,59.0,59.9,63.3,7.07
0-113-2009-8,0,2009,8,113,1185651,27.4,27.8,29.4,3.28
0-123-2009-8,0,2009,8,123,1537264,35.5,36.0,38.1,4.26
0-126-2009-8,0,2009,8,126,1865088,43.1,43.7,46.3,5.17
0-133-2009-8,0,2009,8,133,2441211,56.4,57.2,60.5,6.76
1001-0-2009-8,1001,2009,8,0,4025265.445,81.8,83.1,87.8,9.82
1003-0-2009-8,1003,2009,8,0,1617554.037,41.0,41.6,44.0,4.91
1004-0-2009-8,1004,2009,8,0,1555040.049,40.5,41.2,43.5,4.86
1005-0-2009-8,1005,2009,8,0,1662493.195,42.5,43.1,45.6,5.10
1006-0-2009-8,1006,2009,8,0,1448293.033,35.8,36.3,38.4,4.29
1007-0-2009-8,1007,2009,8,0,1356552.625,36.6,37.1,39.2,4.38
1008-0-2009-8,1008,2009,8,0,1266720.489,33.0,33.5,35.4,3.96
1010-0-2009-8,1010,2009,8,0,1839394.371,46.1,46.8,49.5,5.52
1011-0-2009-8,1011,2009,8,0,1959749.053,43.1,43.7,46.2,5.16
1013-0-2009-8,1013,2009,8,0,795144.4786,21.4,21.8,23.0,2.57
2002-0-2009-8,2002,2009,8,0,2220879.657,56.1,57.0,60.2,6.73
2009-0-2009-8,2009,2009,8,0,1542478.585,41.5,42.1,44.5,4.97
2012-0-2009-8,2012,2009,8,0,1141686.721,31.3,31.7,33.6,3.75
2014-0-2009-8,2014,2009,8,0,1541453.01,38.4,39.0,41.2,4.60
0-0-2009-8,0,2009,8,0,2035675,47.0,47.7,50.5,5.64
1001-113-2009-9,1001,2009,9,113,2387249.208,47.7,48.5,51.3,5.75
1003-113-2009-9,1003,2009,9,113,1090364,27.3,27.8,29.4,3.29
1004-113-2009-9,1004,2009,9,113,1097058.607,28.3,28.8,30.4,3.41
1005-113-2009-9,1005,2009,9,113,1080026.793,27.2,27.7,29.3,3.28
1006-113-2009-9,1006,2009,9,113,897054,21.9,22.3,23.5,2.64
1007-113-2009-9,1007,2009,9,113,819838.0541,21.8,22.2,23.5,2.63
1008-113-2009-9,1008,2009,9,113,883741.2692,22.8,23.1,24.5,2.74
1010-113-2009-9,1010,2009,9,113,1241890,30.9,31.4,33.2,3.72
1011-113-2009-9,1011,2009,9,113,1201897.514,26.0,26.5,28.0,3.13
1013-113-2009-9,1013,2009,9,113,516132,13.8,14.0,14.8,1.66
2002-113-2009-9,2002,2009,9,113,1378925.837,34.4,34.9,36.9,4.14
2009-113-2009-9,2009,2009,9,113,994673.9704,26.5,26.9,28.5,3.19
2012-113-2009-9,2012,2009,9,113,758947.7398,20.6,20.9,22.1,2.48
2014-113-2009-9,2014,2009,9,113,980854.4755,24.1,24.5,25.9,2.90
1001-123-2009-9,1001,2009,9,123,3499151.78,69.9,71.1,75.2,8.43
1003-123-2009-9,1003,2009,9,123,1451212.498,36.4,37.0,39.1,4.38
1004-123-2009-9,1004,2009,9,123,1422281.465,36.7,37.3,39.5,4.42
1005-123-2009-9,1005,2009,9,123,1626867.303,41.0,41.7,44.1,4.95
1006-123-2009-9,1006,2009,9,123,1383225.003,33.8,34.3,36.3,4.07
1007-123-2009-9,1007,2009,9,123,1187327.543,31.6,32.2,34.0,3.81
1008-123-2009-9,1008,2009,9,123,1235295.702,31.8,32.4,34.2,3.83
1010-123-2009-9,1010,2009,9,123,1792960,44.6,45.3,47.9,5.37
1011-123-2009-9,1011,2009,9,123,1739712.877,37.7,38.3,40.5,4.54
1013-123-2009-9,1013,2009,9,123,731261.1476,19.5,19.9,21.0,2.35
2002-123-2009-9,2002,2009,9,123,1818075.731,45.3,46.1,48.7,5.46
2009-123-2009-9,2009,2009,9,123,1344071.982,35.8,36.4,38.5,4.31
2012-123-2009-9,2012,2009,9,123,1033780.96,28.0,28.5,30.1,3.38
2014-123-2009-9,2014,2009,9,123,1432993.508,35.2,35.8,37.8,4.24
1001-126-2009-9,1001,2009,9,126,4752008.811,95.0,96.6,102.1,11.45
1003-126-2009-9,1003,2009,9,126,1608737.907,40.3,41.0,43.3,4.86
1004-126-2009-9,1004,2009,9,126,1699222.41,43.8,44.6,47.1,5.28
1005-126-2009-9,1005,2009,9,126,1836567.684,46.3,47.1,49.8,5.58
1006-126-2009-9,1006,2009,9,126,1606224.696,39.2,39.9,42.2,4.72
1007-126-2009-9,1007,2009,9,126,1651226.223,44.0,44.7,47.3,5.30
1008-126-2009-9,1008,2009,9,126,1298265.993,33.4,34.0,36.0,4.03
1010-126-2009-9,1010,2009,9,126,2141078,53.2,54.1,57.2,6.41
1011-126-2009-9,1011,2009,9,126,2248670.009,48.7,49.5,52.4,5.87
1013-126-2009-9,1013,2009,9,126,912940.9026,24.4,24.8,26.2,2.94
2002-126-2009-9,2002,2009,9,126,2534229.751,63.1,64.2,67.9,7.61
2009-126-2009-9,2009,2009,9,126,1734168.495,46.2,47.0,49.6,5.56
2012-126-2009-9,2012,2009,9,126,1257019.186,34.1,34.7,36.6,4.11
2014-126-2009-9,2014,2009,9,126,1670188.93,41.0,41.7,44.1,4.94
1001-133-2009-9,1001,2009,9,133,6443408.958,128.8,131.0,138.5,15.53
1003-133-2009-9,1003,2009,9,133,2054789,51.5,52.3,55.4,6.20
1004-133-2009-9,1004,2009,9,133,2544360,65.7,66.8,70.6,7.91
1005-133-2009-9,1005,2009,9,133,2618536.082,66.1,67.2,71.0,7.96
1006-133-2009-9,1006,2009,9,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2009-9,1007,2009,9,133,1927263.584,51.4,52.2,55.2,6.19
1008-133-2009-9,1008,2009,9,133,2023839.552,52.1,53.0,56.1,6.28
1010-133-2009-9,1010,2009,9,133,2034455,50.6,51.4,54.4,6.10
1011-133-2009-9,1011,2009,9,133,3205262.396,69.4,70.6,74.6,8.37
1013-133-2009-9,1013,2009,9,133,934801.0163,25.0,25.4,26.9,3.01
2002-133-2009-9,2002,2009,9,133,3487360.802,86.9,88.4,93.4,10.47
2009-133-2009-9,2009,2009,9,133,2114450.223,56.3,57.2,60.5,6.79
2012-133-2009-9,2012,2009,9,133,1604760.676,43.5,44.2,46.8,5.24
2014-133-2009-9,2014,2009,9,133,2367182,58.1,59.1,62.5,7.00
0-113-2009-9,0,2009,9,113,1187693,27.1,27.6,29.2,3.27
0-123-2009-9,0,2009,9,123,1539593,35.2,35.8,37.8,4.24
0-126-2009-9,0,2009,9,126,1861735,42.5,43.3,45.7,5.13
0-133-2009-9,0,2009,9,133,2442238,55.8,56.7,60.0,6.73
1001-0-2009-9,1001,2009,9,0,4031328.07,80.6,81.9,86.6,9.71
1003-0-2009-9,1003,2009,9,0,1618742.812,40.6,41.2,43.6,4.89
1004-0-2009-9,1004,2009,9,0,1552889.142,40.1,40.7,43.1,4.83
1005-0-2009-9,1005,2009,9,0,1657272.751,41.8,42.5,45.0,5.04
